tip_lable,taxa
Monocots_Uniola_paniculata-2_samples_combined_GZSF,Monocots_Uniola_paniculata-2_samples_combined_GZSF
Monocots_Zingiber_officinale-young_leaves_BDJQ,Monocots_Zingiber_officinale-young_leaves_BDJQ
MTII,Acorus_americanus_MTII
Myrtales_Eucalyptus_globulus,Myrtales_Eucalyptus_globulus
Myrtales_Eucalyptus_grandis,Myrtales_Eucalyptus_grandis
Myrtales_Oenothera_argillicola,Myrtales_Oenothera_argillicola
Myrtales_Oenothera_biennis,Myrtales_Oenothera_biennis
Myrtales_Oenothera_elata,Myrtales_Oenothera_elata
Myrtales_Oenothera_glazioviana,Myrtales_Oenothera_glazioviana
Myrtales_Oenothera_parviflora,Myrtales_Oenothera_parviflora
NPND,Ceratophyllum_demersum_NPND
Nymphaeales_Nuphar_advena,Nymphaeales_Nuphar_advena
Nymphaeales_Nymphaea_alba,Nymphaeales_Nymphaea_alba
Oxalidales_Oxalis_latifolia,Oxalidales_Oxalis_latifolia
Pandanales_Pandanus_utilis,Pandanales_Pandanus_utilis
Piperales_Piper_cenocladum,Piperales_Piper_cenocladum
Poales_Abolboda_macrostachya,Poales_Abolboda_macrostachya
Poales_Acidosasa_purpurea,Poales_Acidosasa_purpurea
Poales_Agrostis_stolonifera,Poales_Agrostis_stolonifera
Poales_Anomochloa_marantoidea,Poales_Anomochloa_marantoidea
Poales_Bambusa_emeiensis,Poales_Bambusa_emeiensis
Poales_Bambusa_oldhamii,Poales_Bambusa_oldhamii
Poales_Brachypodium_distachyon,Poales_Brachypodium_distachyon
Poales_Brocchinia_micrantha,Poales_Brocchinia_micrantha
Poales_Centrolepis_monogyna,Poales_Centrolepis_monogyna
Poales_Coix_lacryma,Poales_Coix_lacryma
Poales_Cyperus_alternifolius,Poales_Cyperus_alternifolius
Poales_Dendrocalamus_latiflorus,Poales_Dendrocalamus_latiflorus
Poales_Ecdeiocolea_monostachya,Poales_Ecdeiocolea_monostachya
Poales_Eleusine_coracana,Poales_Eleusine_coracana
Poales_Ferrocalamus_rimosivaginus,Poales_Ferrocalamus_rimosivaginus
Poales_Festuca_arundinacea,Poales_Festuca_arundinacea
Poales_Flagellaria_indica,Poales_Flagellaria_indica
Poales_Fosterella_caulescens,Poales_Fosterella_caulescens
Poales_Georgeantha_hexandra,Poales_Georgeantha_hexandra
Poales_Hordeum_vulgare,Poales_Hordeum_vulgare
Poales_Indocalamus_longiauritus,Poales_Indocalamus_longiauritus
Poales_Joinvillea_ascendens,Poales_Joinvillea_ascendens
Poales_Juncus_effusus,Poales_Juncus_effusus
Poales_Leersia_tisserantii,Poales_Leersia_tisserantii
Poales_Lolium_perenne,Poales_Lolium_perenne
Poales_Mayaca_fluviatilis,Poales_Mayaca_fluviatilis
Poales_Microlaena_stipoides,Poales_Microlaena_stipoides
Poales_Navia_saxicola,Poales_Navia_saxicola
Poales_Neoregelia_carolinae,Poales_Neoregelia_carolinae
Poales_Oryza_australiensis,Poales_Oryza_australiensis
Poales_Oryza_meridionalis,Poales_Oryza_meridionalis
Poales_Oryza_nivara,Poales_Oryza_nivara
Poales_Oryza_rufipogonA,Poales_Oryza_rufipogonA
Poales_Oryza_rufipogonB,Poales_Oryza_rufipogonB
Poales_Oryza_sativaIndica,Poales_Oryza_sativaIndica
Poales_Oryza_sativaJaponica,Poales_Oryza_sativaJaponica
Poales_Panicum_virgatum,Poales_Panicum_virgatum
Poales_Phyllostachys_edulis,Poales_Phyllostachys_edulis
Poales_Phyllostachys_nigra,Poales_Phyllostachys_nigra
Poales_Phyllostachys_propinqua,Poales_Phyllostachys_propinqua
Poales_Pitcairnia_feliciana,Poales_Pitcairnia_feliciana
Poales_Potamophila_parviflora,Poales_Potamophila_parviflora
Poales_Potarophytum_riparium,Poales_Potarophytum_riparium
Poales_Puelia_olyriformis,Poales_Puelia_olyriformis
Poales_Puya_laxa,Poales_Puya_laxa
Poales_Rhynchoryza_subulata,Poales_Rhynchoryza_subulata
Poales_Saccharum_hybrid310,Poales_Saccharum_hybrid310
Poales_Sorghum_bicolor,Poales_Sorghum_bicolor
Poales_Sparganium_eurycarpum,Poales_Sparganium_eurycarpum
Poales_Streptochaeta_angustifolia,Poales_Streptochaeta_angustifolia
Poales_Syngonanthus_chrysanthus,Poales_Syngonanthus_chrysanthus
Poales_Thamnochortus_insignis,Poales_Thamnochortus_insignis
Poales_Thurnia_sphaerocephala,Poales_Thurnia_sphaerocephala
Poales_Triticum_aestivum,Poales_Triticum_aestivum
Poales_Typha_latifolia,Poales_Typha_latifolia
Poales_Zea_mays,Poales_Zea_mays
Proteales_Nelumbo_lutea,Proteales_Nelumbo_lutea
Proteales_Nelumbo_nuciferaNC,Proteales_Nelumbo_nuciferaNC
Proteales_Platanus_occidentalis,Proteales_Platanus_occidentalis
QOXT,Xerophyta_villosa_QOXT
Ranunculales_Megaleranthis_saniculifolia,Ranunculales_Megaleranthis_saniculifolia
Ranunculales_Nandina_domestica,Ranunculales_Nandina_domestica
Ranunculales_Ranunculus_macranthus,Ranunculales_Ranunculus_macranthus
Rosales_Ficus_sp,Rosales_Ficus_sp
Rosales_Fragaria_vesca,Rosales_Fragaria_vesca
Rosales_Morus_indica,Rosales_Morus_indica
Rosales_Pentactina_rupicola,Rosales_Pentactina_rupicola
Rosales_Prunus_persica,Rosales_Prunus_persica
Rosales_Pyrus_pyrifolia,Rosales_Pyrus_pyrifolia
Santalales_Phoradendron_serotinum,Santalales_Phoradendron_serotinum
Santalales_Ximenia_americana,Santalales_Ximenia_americana
Sapindales_Citrus_sinensis,Sapindales_Citrus_sinensis
Saxifragales_Aphanopetalum_resinosum_TOKV,Saxifragales_Aphanopetalum_resinosum_TOKV
Saxifragales_Astilbe_chinensis_CKKR,Saxifragales_Astilbe_chinensis_CKKR
Saxifragales_Bergenia_sp._CIAC,Saxifragales_Bergenia_sp._CIAC
Saxifragales_Boykinia_jamesii_OOVX,Saxifragales_Boykinia_jamesii_OOVX
Saxifragales_Cercidiphyllum_japonicum_NUZN,Saxifragales_Cercidiphyllum_japonicum_NUZN
Saxifragales_Crassula_perforata_KWGC,Saxifragales_Crassula_perforata_KWGC
Saxifragales_Daphniphyllum_macropodum_FYTP,Saxifragales_Daphniphyllum_macropodum_FYTP
Saxifragales_Hamamelis_virginiana-2_samples_combined_YKQR,Saxifragales_Hamamelis_virginiana-2_samples_combined_YKQR
Saxifragales_Heuchera_sanguinea,Saxifragales_Heuchera_sanguinea
Saxifragales_Heuchera_sanguinea_ERIA,Saxifragales_Heuchera_sanguinea_ERIA
Saxifragales_Itea_virginica_UWFU,Saxifragales_Itea_virginica_UWFU
Saxifragales_Kalanchoe_crenato_diagremontiana_DRIL,Saxifragales_Kalanchoe_crenato_diagremontiana_DRIL
Saxifragales_Liquidambar_styraciflua,Saxifragales_Liquidambar_styraciflua
Saxifragales_Liquidambar_styraciflua_LMVB,Saxifragales_Liquidambar_styraciflua_LMVB
Saxifragales_Loropetalum_chinense-2_samples_combined_TQOO,Saxifragales_Loropetalum_chinense-2_samples_combined_TQOO
Saxifragales_Mitella_pentandra_DAYQ,Saxifragales_Mitella_pentandra_DAYQ
Saxifragales_Myriophyllum_aquaticum_IUSR,Saxifragales_Myriophyllum_aquaticum_IUSR
Saxifragales_Oresitrophe_rupifraga_UHBY,Saxifragales_Oresitrophe_rupifraga_UHBY
Saxifragales_Paeonia_lactiflora_HTIP,Saxifragales_Paeonia_lactiflora_HTIP
Saxifragales_Peltoboykinia_watanabei_YKFU,Saxifragales_Peltoboykinia_watanabei_YKFU
Saxifragales_Rhodiola_rosea_ZJUL,Saxifragales_Rhodiola_rosea_ZJUL
Saxifragales_Ribes_aff._giraldii_SYHW,Saxifragales_Ribes_aff._giraldii_SYHW
Saxifragales_Saxifraga_stolonifera_FCBJ,Saxifragales_Saxifraga_stolonifera_FCBJ
Saxifragales_Tellima_breviflora_CTSS,Saxifragales_Tellima_breviflora_CTSS
Saxifragales_Tiarella_polyphylla_SLOI,Saxifragales_Tiarella_polyphylla_SLOI
Solanales_Atropa_belladonna,Solanales_Atropa_belladonna
Solanales_Cuscuta_exaltata,Solanales_Cuscuta_exaltata
Solanales_Cuscuta_gronovii,Solanales_Cuscuta_gronovii
Solanales_Cuscuta_obtusiflora,Solanales_Cuscuta_obtusiflora
Solanales_Cuscuta_reflexa,Solanales_Cuscuta_reflexa
Solanales_Ipomoea_purpurea,Solanales_Ipomoea_purpurea
Solanales_Nicotiana_sylvestris,Solanales_Nicotiana_sylvestris
Solanales_Nicotiana_tabacum,Solanales_Nicotiana_tabacum
Solanales_Nicotiana_tomentosiformis,Solanales_Nicotiana_tomentosiformis
Solanales_Nicotiana_undulata,Solanales_Nicotiana_undulata
Solanales_Solanum_bulbocastanum,Solanales_Solanum_bulbocastanum
Solanales_Solanum_lycopersicum,Solanales_Solanum_lycopersicum
Solanales_Solanum_tuberosum,Solanales_Solanum_tuberosum
SZPD,Tetrastigma_voinierianum_SZPD
Trochodendrales_Trochodendron_aralioides,Trochodendrales_Trochodendron_aralioides
Vitales_Vitis_vinifera,Vitales_Vitis_vinifera
WXNT,Joinvillea_ascendens_WXNT
XKPS,Ximenia_americana_XKPS
Zingiberales_Musa_acuminata,Zingiberales_Musa_acuminata
Zingiberales_Renealmia_alpinia,Zingiberales_Renealmia_alpinia
Zygophyllales_Bulnesia_arborea,Zygophyllales_Bulnesia_arborea
